Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Fiji,FJI,GDP per capita (current US$),NY.GDP.PCAP.CD,285.5597938822,287.3471770941,291.5558314644,296.7886455901,310.8880731448,317.0722638235,316.176267907,333.3105543091,334.6508069663,357.4587473263,422.4135104357,466.0437578584,583.3531541688,768.7356717159,987.9796650495,1186.7461131617,1182.1726251721,1202.7178167993,1360.8724954117,1640.680968706,1893.0436777035,1898.5628069372,1786.8624054321,1638.5631638678,1681.9067748065,1603.5822079083,1795.7427794343,1632.3697147937,1535.8602143292,1632.7444101669,1835.7176839727,1882.2455385131,2057.9346273821,2166.3482571177,2383.9244866124,2540.4599625444,2713.6619759278,2640.2721948807,2069.3875460208,2407.0820469893,2074.9288095605,2037.6854616461,2257.5446605483,2833.9057011499,3330.3099688344,3655.6638363593,3747.433691073,4075.9914048582,4301.6321903544,3431.7558802457,3747.6746351135,4324.6855292685,4613.2699392949,4571.6417563319
France,FRA,GDP per capita (current US$),NY.GDP.PCAP.CD,1343.0826248323,1445.1519143684,1590.1964869859,1756.8040621663,1922.6975981687,2045.4421464816,2193.0613400147,2350.3440289198,2537.3134625227,2731.5404415197,2821.8303623414,3128.7362056021,3807.6287971255,4911.3413421604,5257.698390038,6581.1540571625,6760.2146960702,7429.3632437808,9129.9320832259,11003.8346668166,12500.2654850472,10903.8386600814,10294.317726313,9801.3369251081,9235.0375349168,9564.1571695788,13271.2271577286,15968.1842014826,17319.9367025337,17328.2700194948,21300.8024308077,21268.2304489047,23330.2577823022,21944.02769478,23059.2317070979,26403.1119892862,26321.7037875899,23705.8318649958,24405.8765730488,24075.0170123903,21774.9371664414,21812.1943431173,23494.4221119808,28794.0855974571,32784.8336319094,33818.9726871324,35457.0577343239,40341.9427399325,43991.7181355712,40487.8970707999,39448.0988468839,42578.1770918799,39758.6816523691,41420.7566677049
Faeroe Islands,FRO,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24543.5931846924,24584.7049457354,22850.4429638732,24501.9580638332,26563.7561394377,30778.7918969164,34520.887422886,35211.552686005,39869.9801425175,45974.6918596323,48645.3840210225,44317.305892908,,,,
"Micronesia, Fed. Sts.",FSM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,1320.062470562,,,1275.8675581025,1296.3209810717,1355.1401869159,1436.9068242446,1528.0646936085,1682.1862348178,1756.2024218041,1908.8486294582,1909.3506322072,2065.0041572475,2019.9527731096,1906.8100593612,2029.3266532141,2046.7915548834,2170.9608381113,2239.9169545976,2257.7736259348,2293.5794600481,2247.8377709523,2352.6393399494,2393.8005507186,2434.8062873265,2500.9056858772,2668.8105055727,2838.4488414008,3000.1500548414,3154.5138622177,3235.1833431516
Gabon,GAB,GDP per capita (current US$),NY.GDP.PCAP.CD,283.6055625363,332.7720382737,358.8833893805,299.5184685206,412.2037765124,425.7827783499,453.6852742983,490.9503926597,521.1095146428,551.1124487847,549.5955725153,635.4122796018,703.4565233483,1159.4637274887,2430.6190033717,3328.7249050519,4545.6893143351,4150.7516288123,3450.3371947826,4273.4244870341,5891.1341032622,5186.8716653323,4737.8510584834,4328.2180847863,4427.9092775823,4043.3579605614,4010.6311801737,3762.8469138686,4277.5316040513,4543.9572799902,6287.3929477828,5555.47879132,5598.9808331089,4269.520408887,3980.7473477842,4589.4967213816,5135.7899084018,4683.2784525841,3843.3958235942,3899.0866388559,4135.2540603348,3754.363924172,3836.7966809363,4601.6044535264,5328.4851861663,6281.9546835553,6756.2711587422,7994.3048251246,10577.9167631962,7919.710893482,9362.1135831648,11791.5877786077,10929.8796373456,11571.082919629
United Kingdom,GBR,GDP per capita (current US$),NY.GDP.PCAP.CD,1380.3062412626,1452.5447090136,1513.6514485493,1592.6144766156,1729.3999780357,1850.954768555,1959.6278296213,2023.6275637112,1896.3867486074,2032.347009645,2241.9713946527,2525.6282120139,2891.9809006579,3257.3058329607,3516.4202834188,4204.9220434995,4041.0397113743,4565.4654894535,5785.4617386138,7511.1076999538,9622.9750431565,9142.4665043545,8718.2672572496,8266.5236949895,7777.6442890194,8209.8369629798,10063.8386624942,12333.137185676,14951.0521346675,15057.1792235139,17805.2490878671,18571.3620660371,19211.862158009,17270.1156436689,18664.39425718,20349.9587403675,21349.434915541,23734.4218621266,25266.3947411168,25870.9890398829,25361.939643719,25121.0378938189,27301.4603668011,31437.0058064521,37021.1457588029,38432.3111612858,40807.5609556442,46591.1281881931,43486.9132285879,35454.948931969,36572.5000551134,38927.0693118782,38648.9007468866,39336.9052279764
Georgia,GEO,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611.4108421544,1310.472642495,757.383939197,550.0153944942,517.0871130496,569.018141101,670.4611048494,774.680210871,805.2726899713,628.8656579753,691.997705192,733.9704137901,779.3845906366,922.0297396153,1186.8730466263,1469.9746235616,1764.8704363604,2317.98850116,2919.6900520027,2440.9613177728,2613.756930882,3219.6058689166,3528.733735921,3602.1684724133
Ghana,GHA,GDP per capita (current US$),NY.GDP.PCAP.CD,183.0571147825,189.6659249121,195.1135448439,211.000633872,230.4617075826,266.3839870118,269.5233398472,216.8797037256,202.7814404939,233.6117365594,257.6815832779,273.8727174474,232.5687522885,263.696082365,301.3670277239,285.8228567431,275.879020842,313.0009505209,353.6983931253,381.0213051359,411.500047711,379.7797960906,351.3017585863,341.0695227453,358.3779867703,354.2016291001,437.0675730687,376.4432328106,375.2094710897,368.9849070263,402.5770380458,438.9488819795,414.6979101495,375.2314228053,333.3299130217,385.6821309403,403.8047446628,392.2616694148,416.3917394866,419.8207133971,264.692698777,275.4762710218,311.6396198526,375.9648671682,426.2635108602,501.8642947091,929.9455454292,1099.084758764,1234.4372533349,1096.5336568257,1326.0661119197,1594.0308091874,1645.5151620024,1850.2011862418
Guinea,GIN,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,368.8963850597,380.6660061672,430.6956432024,422.8983069556,442.9511832944,474.6543586409,487.7498131433,459.5029109185,450.2522038098,471.3119614764,477.9680401431,456.0716669268,424.2972939319,402.4320435006,342.4785195431,318.5306699373,326.0799481772,374.4268445134,390.8845623298,306.7011790881,287.9229856792,411.4847068797,437.805682674,435.1756628543,435.4488880126,454.0022775649,493.4899526268,527.2643689857
"Gambia, The",GMB,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,108.3146449839,112.1554125361,96.7313636955,103.644039113,116.919452889,121.0984430354,124.6698378413,153.4882789971,189.5029863889,221.0446537628,209.1516377406,250.2489484243,302.6146325621,353.9449805967,398.8992417688,349.7971745902,333.3074096866,317.0515308364,252.9477562309,308.3305894618,242.1699306009,274.3653183897,316.3146215756,322.44410487,345.8550221448,727.0419850789,729.0793622941,748.8687621954,720.1508414045,737.5114540773,773.9904928892,713.0819427642,724.8393765429,682.8385698867,637.104271262,542.6821763513,442.5269098883,361.1578366102,415.8139686567,434.4954445081,441.9196560852,522.3399183015,612.0285776273,553.0993513605,566.3353254439,517.752431962,510.3262294391,494.4039287522
Guinea-Bissau,GNB,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,115.2817838756,112.4197002141,122.0065983566,120.6080524903,129.6922500584,140.0672310791,142.3602184044,144.3044884627,152.9463449213,146.6217558981,135.2273436061,185.9443529564,194.894652916,188.2564314272,155.6656248674,158.0254459892,139.8822114635,182.6365225752,169.0187511126,214.2537087191,239.7931903914,247.0898164476,212.5626053283,217.4744789439,211.4608088873,222.8430934631,232.0273705598,225.3564831091,169.458633249,180.201723075,284.1871969572,295.1956903745,305.5716489509,342.0758732174,375.7946288866,402.9880469291,398.2471790984,465.340262505,555.6594652889,536.8028065872,526.5210238773,595.8292485279,494.3143778468,503.8278434663
Equatorial Guinea,GNQ,GDP per capita (current US$),NY.GDP.PCAP.CD,,,35.3677276833,41.5345234998,48.0181583108,240.3186515581,250.8803136458,256.0417177661,233.8545826294,230.2140112656,228.0174922103,227.9552377999,238.0178333262,309.4918243812,377.2929221707,437.7810473958,453.5702561972,471.7313715232,,,229.5802640876,157.8434039893,176.6303299547,163.2035818849,171.2615137084,198.6065568351,232.7684146634,273.7880908094,285.7916885987,243.5897803854,299.9040036592,287.0105132664,337.0839757733,329.1054289015,235.8041993046,321.0594163772,509.3528167236,938.5723174435,761.8820876922,1236.8701639335,2018.6046403818,2733.1853225992,3276.6521754947,4370.3054001296,7527.119832808,11456.7583097342,13003.638578578,15943.7940663044,23432.3866607885,13858.9034074702,16643.1437964841,21949.622834275,22391.4617862187,20572.3359656331
Greece,GRC,GDP per capita (current US$),NY.GDP.PCAP.CD,533.6863812326,597.2873210123,630.6139412938,701.6204177529,784.9543484329,888.9219979053,981.6523944701,1052.1209927657,1134.3561514754,1284.2123155908,1424.9944971053,1575.5991342829,1811.4619915577,2386.5937041524,2697.392675554,3006.8116519202,3233.1020882603,3705.9065850168,4476.63366326,5440.9878603042,5619.983709872,5130.4295825494,5320.1574095573,4786.7755556724,4627.231996026,4590.1816802986,5393.8398826018,6260.0375389853,7245.2060365574,7482.3098305626,9190.3437102907,9775.540849251,10687.4731352308,9914.1105491235,10536.0477723255,12273.6089161925,12888.8194285814,12495.0645153069,12485.0616841161,12238.5933713663,11396.232567893,11855.7894905905,13296.9235339622,17502.6864603207,20618.3074951096,21642.2584718898,23518.4993096356,27361.097090261,30536.4487135866,28695.231534742,26379.5302003112,26061.4402680447,22395.1497325305,21910.2206757901
Grenada,GRD,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,591.2406586373,758.3714713731,884.2037848926,939.4500622233,970.3437740736,1022.9735199731,1054.4911518903,1118.4478258989,1283.3045023962,1438.0116479311,1682.7122556248,1881.7834460944,2199.4886282146,2295.9761599838,2504.4877518437,2581.401593702,2545.8204613097,2633.4997249038,2755.9902588125,2923.2494012472,3015.4832851139,3364.3443248486,3742.3664764735,5149.1473618098,5137.8005324079,5331.902973047,5825.3874580243,5844.9597248211,6803.545291776,6825.1262436937,7326.1722190878,7946.7912802558,7397.0379291308,7366.5762057835,7409.2401999485,7598.2050882778,7876.2765644333
Greenland,GRL,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,1498.2764929544,1876.5042235484,2196.714336939,2860.2806882004,3432.7059406678,4257.9125743211,4844.6562510061,5713.9630170602,7235.516837456,8480.7619953307,9483.1029684052,8544.0983111801,7813.6515951701,7988.1782385983,7198.708040151,7760.8345080239,11271.3330380617,14554.3520762171,16397.9501938761,16813.7414501107,18326.9285151847,18315.3156087397,18768.8264960747,16797.3573901144,18124.1007573944,21665.8308063995,21422.4622168251,19145.6144069473,20496.5798031634,20170.322763798,19004.0034517255,19275.4328079683,20652.8412682386,25129.0765454895,28903.9358328181,29903.284035428,30620.2155288913,37516.7509225391,30883.0349660334,22507.8887155204,,,,
Guatemala,GTM,GDP per capita (current US$),NY.GDP.PCAP.CD,252.0385602598,253.1447135846,261.7440954803,281.3581927304,281.770218983,281.1256123097,285.8878531071,290.9211646694,313.8418112522,325.4256459094,351.5758872121,356.6512090257,367.4041328376,437.176865361,523.8131450842,588.5973067141,687.224396945,841.8900094289,910.2748461345,1010.3066899701,1125.3515742738,1199.4001937434,1184.7403587791,1199.733378689,1224.9053030509,1227.5008784211,891.8547107802,853.6377956566,923.4547925992,968.0584801077,860.4997156419,1033.7946521196,1121.1143118612,1195.8964621623,1330.7406195097,1468.0610938165,1544.9987679832,1702.323142538,1814.003272252,1674.0298952377,1721.728980154,1629.3097660052,1765.8507201129,1816.9497883304,1937.7157062766,2146.1790531062,2326.2993849183,2561.4419001065,2867.4942466448,2697.3792640079,2882.3894872484,3240.372419378,3340.7823014865,3477.8901679279
Guam,GUM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,GDP per capita (current US$),NY.GDP.PCAP.CD,303.7969909784,322.6688835975,329.4930577738,289.300067809,312.2417183678,332.8987342521,347.5905253815,370.1870250277,331.5051850441,351.9416790427,371.5233846086,386.4376000175,387.8006540365,414.9062457237,583.2847891813,660.7115191664,601.7151971357,589.9686614237,658.8560414845,684.599463616,776.3921192081,735.3165808214,624.6792362843,639.2235958853,576.9089631694,603.2676421775,677.2631337472,479.9701079267,564.4854181871,521.4013767265,546.9775777419,465.5433394251,509.3738706693,610.8631100096,745.1720315498,853.72346135,965.1659776581,1020.541951225,972.8886798934,937.5328710635,957.2809754533,931.2846248961,962.4740206181,984.4977826994,1038.2854757768,1084.1794009521,1905.5551884071,2258.9810085284,2478.4084869146,2593.3706198446,2873.9520080047,3257.8848644106,3584.693489379,3846.5277211292
High income,HIC,GDP per capita (current US$),NY.GDP.PCAP.CD,1225.7427661206,1278.4546957857,1363.7478930891,1449.5481892849,1564.1737838145,1678.1068517639,1822.2059986269,1935.3847838508,2076.8904128354,2254.6038206657,2492.8935999842,2742.5471606303,3152.217508955,3783.3404799137,4227.1733463617,4678.4327169653,5056.7358965195,5675.577838731,6749.0791731695,7728.0476112216,8552.5631437215,8624.182433626,8480.953791485,8698.5991924319,9016.1892839413,9411.5180861113,11315.4215882392,12975.6496177459,14504.5950396304,15095.1055243626,16760.7366499978,17549.7285051903,18687.5117114419,18721.3443475397,19896.3863458402,21786.9983810976,21822.8386999332,21392.917856612,21208.3607168102,22109.6760186786,22500.5219617857,22199.0243289152,23018.1661143666,25685.7306292597,28500.2638372286,30063.4206209988,31697.4483893737,34584.9343278231,36684.8045589256,33916.8851743258,35563.9252292417,38336.9744027751,38389.2778006241,38634.2268216153
"Hong Kong SAR, China",HKG,GDP per capita (current US$),NY.GDP.PCAP.CD,429.4438809002,483.1775610997,521.8597598034,577.3467078345,649.0642574735,676.8055071101,685.9266141351,723.2392256167,714.4829695806,825.523449142,960.0319615107,1106.4697169592,1384.7384373227,1893.1812418946,2166.1814511926,2252.1118813686,2850.0146101832,3429.4202760725,3923.9437313276,4569.4537072422,5700.4126343582,5991.3202614197,6133.7840786052,5595.2351386385,6208.226159372,6542.9315367431,7435.0306975942,9055.1062670808,10609.7456394545,12097.7751586818,13485.5448929565,15465.8588553349,17976.4293827655,20395.5173666776,22502.5797409692,23497.4923138193,24818.1545523517,27330.0333502807,25808.970952453,25091.6665997966,25756.6637783278,25230.2163329516,24665.8899982779,23977.0194516698,24928.1003722551,26649.750801707,28224.2150609389,30594.0178410231,31515.6627713018,30697.340383517,32549.998231121,35142.5424349861,36707.8643281844,38123.5221180602
Honduras,HND,GDP per capita (current US$),NY.GDP.PCAP.CD,167.629452244,172.153391475,181.2586789129,185.5148285232,200.1959028616,216.2041997979,227.2301008911,240.5594138732,253.4284209701,254.9604818906,268.6425081624,264.2380383489,282.2236582162,311.625835883,343.0486797517,361.6781997178,420.6085519583,504.8405021492,565.2685100172,639.0353894767,705.7473666492,751.696282176,750.5854054247,771.4865314547,807.2628850734,858.8753926237,872.2102685153,923.1975178048,857.2432479451,747.5304119333,621.754983252,608.6067721156,660.0176685809,654.5291036602,628.9605470549,699.4096284017,704.8028644298,796.756843503,869.9136171307,879.6798554548,1139.517301956,1188.7619829388,1197.1518160543,1228.1357978708,1297.1968321194,1401.9787672727,1540.5803589635,1710.050946052,1883.232362453,1952.8501056282,2078.3257595498,2277.3665149494,2339.2924389552,2290.7787133936
Heavily indebted poor countries (HIPC),HPC,GDP per capita (current US$),NY.GDP.PCAP.CD,108.261520021,108.5278514998,115.5119360678,136.5704744672,118.6351828599,135.3866741103,144.0109464676,137.3704057186,139.9969644113,152.132239154,155.1877609813,162.8826296508,172.0103164642,202.9779916386,240.2644798756,265.6778104109,275.5535418752,315.0786603664,357.0762500566,384.5961369231,396.6369575733,384.5275371965,375.2985627801,346.4484720952,337.5091175719,343.309737562,383.3080507688,411.8468379744,397.9324654127,372.375712655,367.6850888711,365.2552352238,324.4013671527,319.7675845674,274.9568439335,305.5250403933,311.7093319244,317.3360545678,318.7067974281,308.4617832623,324.8604708059,299.1604509658,314.4672987269,347.9707609006,389.9387686407,433.388879165,502.1824793,583.1368299534,681.9039561217,660.9580575003,709.2727501724,769.9683516914,805.5841955619,857.2328278628
Croatia,HRV,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5184.5529653653,4025.8228670185,2299.6598838864,2349.2500836025,3135.1369811443,4721.6911977924,5193.9042813181,5140.3491294112,5577.9605900403,5067.5584746594,4861.6775099481,5191.9019847998,5974.0757653572,7689.9569959415,9237.1162234217,10090.3666886317,11228.6213751084,13372.2701302811,15694.0774713093,14044.1462625279,13326.5986729537,14371.9537759501,13158.7509664382,13529.880967107
Haiti,HTI,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.1628058608,285.3304326058,239.4022394017,276.2882901755,343.8908972484,371.9692027407,398.5397092481,453.4927545234,484.826131104,427.1862769853,402.2801126546,362.840283898,314.1850959954,400.9321739477,448.5848300568,519.7491432686,618.6149373396,679.431138972,674.3006913751,669.1869294459,749.2211755539,775.5446240642,819.9039143212
Hungary,HUN,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,456.7815179453,505.4834071629,536.1302881014,581.8204695668,680.379482709,839.8473342923,916.4445443147,1038.7808033556,1197.2857762797,1331.1251385962,1551.14277448,1787.7545883284,2069.1955357193,2121.7645934116,2162.044989788,1965.1642127942,1909.1006586001,1936.6960410383,2234.6950069771,2460.1295764687,2696.2350853396,2782.7116506496,3186.4442873331,3287.8887476608,3665.5702427322,3801.8695972064,4095.6813568605,4411.0337512819,4454.4303791344,4521.9639991362,4670.6548393298,4713.5404594459,4542.72072008,5175.0256276245,6535.293936368,8246.9958257473,10084.5218424693,10936.9486141815,11173.5695060735,13534.7054993952,15364.6795469728,12634.551144935,12750.2986535379,13784.1835313868,12560.0653113379,13133.8193534351
Indonesia,IDN,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,56.6336536655,68.9097923537,79.1359047907,84.6585741745,84.18336907,96.7296381864,139.600737026,215.9548909911,248.803719719,297.077101158,356.9004018052,391.0344043271,387.7612410801,536.19368275,621.1620282707,621.9773387761,548.2990561808,550.6831332154,537.6060647995,482.9562315968,449.1837977246,515.412696488,578.222060626,640.5666643317,705.0475167828,752.3179826883,840.3757931615,925.7216695858,1041.3135399864,1153.5875640785,1078.4722609599,470.1961401868,679.7936722183,789.8058801032,756.9310129589,909.8873302205,1076.219004749,1160.6149236282,1273.4651756258,1601.0311913471,1871.2884062736,2178.265663384,2272.0409816807,2946.6560612257,3469.7537260555,3551.4237368236,3475.2504455056
Isle of Man,IMN,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12672.6850645359,14034.4991443892,15998.5872518443,18471.4120588797,20658.5259551961,20358.6672866154,20802.3512023062,24223.3244585454,28669.4068037561,34624.4867439383,36289.8796226646,42402.0663091513,49817.4446933772,,,,,,
India,IND,GDP per capita (current US$),NY.GDP.PCAP.CD,83.8070563679,87.0434572084,91.6759304479,103.1604810966,117.862814073,121.6969179767,91.7511617529,98.1565744923,101.6949915527,109.5299324698,114.4041940479,120.6968306916,125.2010149926,146.4422329577,166.5642457604,161.032311412,164.1086370876,189.6167729039,209.3518951444,227.9164287513,271.2495838552,275.3210063872,279.2208777667,296.9175880625,282.2862435013,302.6455850189,317.1100125808,347.8095839628,361.9319055706,353.8203908863,375.8907930374,310.0837677354,324.4951263919,308.5347869441,354.8548761379,383.5509261821,410.8183568082,427.2361967894,425.4452943497,455.4735406541,457.2835417853,466.2141764817,486.6404540173,565.3354830399,649.7106478821,740.1142605884,830.1632212521,1068.6785194262,1042.0842092486,1147.238685079,1417.0736138021,1539.6064467202,1503.0037026225,1498.8721745786
Not classified,INX,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,GDP per capita (current US$),NY.GDP.PCAP.CD,685.6147123798,739.2764064427,797.006288354,852.1353017179,965.1354226767,1023.7737264094,1074.5065055496,1152.0049521499,1124.5166360825,1291.3499202864,1459.814762107,1673.3271583907,2043.097470504,2380.7260027749,2471.7201718551,2919.9939179938,2867.143705407,3365.5186069702,4320.9572753877,5332.4328823132,6257.9806897858,5878.634923446,6049.9854103055,5808.9964306587,5589.7912770481,5903.7569330671,7966.4661437916,9409.8095502418,10523.3995631176,10975.0844295951,13779.2821313614,13834.1831393399,15432.1339173736,14393.8016329759,15617.2924611721,18814.3458266306,20443.9203313963,22119.819359432,23749.7165384295,25723.1197224971,25578.730976717,27201.2337630461,31286.345892398,39717.1339956336,45766.4168934194,48697.5792388484,52118.8156325225,59008.355060916,58810.9179280867,49707.6543737405,45916.6828439977,49387.2733308528,45921.6939173447,47399.8957195684
"Iran, Islamic Rep.",IRN,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,245.95760019,260.9718318615,281.3298835984,311.5795383305,340.4678385352,370.1264154962,449.3730213848,541.5624483706,831.2491370154,1388.8872187016,1488.6093359952,1876.8187923596,2138.0862763835,2019.0646724511,2299.9205405249,2315.3083046953,2400.732471541,2886.5922027657,3357.2091210157,3351.4334973823,3590.7164813716,4020.4856852153,2488.460812007,2184.1292678029,2075.1126210303,2058.7506015432,,,1018.7493036591,1125.1210236616,1502.0997293169,1799.6719209313,1683.6338293553,1611.3077191181,1613.5993017643,1536.7151927337,1726.630110007,1718.9652926777,1975.5386212305,2353.9309888061,2737.1121175875,3140.1980899967,3983.5822935982,4899.3121598091,4931.2828973401,5674.9239273509,7006.0471834572,6578.1215263539,4763.3033092508
Iraq,IRQ,GDP per capita (current US$),NY.GDP.PCAP.CD,230.9978587312,245.0024198695,254.6707673698,250.7568717655,288.1287270666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373.1925816683,1824.6998663757,2321.1521706986,3091.0153285226,4472.0551823212,3701.8616257808,4612.5234757594,6019.4208795009,6625.2232160391,6669.5448633849
Iceland,ISL,GDP per capita (current US$),NY.GDP.PCAP.CD,1414.9822694062,1418.1258697153,1562.2307304584,1831.7056558197,2297.9206432038,2723.5209498907,3215.6941780433,3125.6494918501,2354.4800267131,2039.1962951726,2538.1876206871,3203.9213614566,3955.3655736352,5356.7905768421,6936.2498150692,6358.5617611706,7470.932701583,9809.7434724436,11070.2685336839,12453.3759822936,14602.236555747,14913.0024400285,13508.6032790495,11498.8968205512,11782.3650605353,12178.0619202603,16163.0001018408,22120.554794744,24089.7289000526,22101.9924960142,25008.8494644961,26405.9158840075,26722.4411926586,23230.4717972225,23662.8066814483,26239.027296502,27261.1716612852,27378.1929784607,30256.582900979,31518.3822910375,30928.6756416852,27803.0622479039,30979.11448138,37889.8212014454,45370.1264454263,54885.2903510982,54813.9546896864,65566.3091745291,53028.7778319249,38039.1822809398,39506.558868329,44019.3906984441,42362.1305493515,45262.501205177
Israel,ISR,GDP per capita (current US$),NY.GDP.PCAP.CD,1365.6833429564,1595.8601652298,1132.3828662589,1257.743161619,1375.942829073,1429.3193905693,1513.8886743566,1428.4464108918,1412.470278897,1587.7695786232,1806.4226948787,1815.9362700281,2278.8400383872,2819.4511843952,3721.5246679482,3570.7631721187,3531.2617373658,3812.9719251436,3690.7436364605,4625.2866514801,5616.5468401544,5863.5827111965,6095.9345197146,6683.4352830077,6261.7857962698,5698.7150859883,6908.9193478584,8120.0147095914,9881.2427063337,9871.5743253432,11264.0183794487,11956.0089048027,12838.4181575292,12530.998379204,13830.286754328,17310.091211396,18464.529865799,18586.7374391504,18392.1417576249,18088.9774463794,19859.3021470825,19093.1096577186,17195.4910643522,17739.7018423763,18588.8050496728,19330.0243549922,21405.1594557238,24368.4539523904,29160.240325738,27491.5133039975,30389.107581936,33250.5064954866,32567.0889358313,36151.2120914707
Italy,ITA,GDP per capita (current US$),NY.GDP.PCAP.CD,804.4926233462,887.3367446045,990.2601521634,1126.0193369983,1222.5445404629,1304.4538166197,1402.4423544103,1533.6928774855,1651.9393767976,1813.3881257571,2029.9332984998,2221.4220563337,2573.6026095784,3088.2145367064,3488.9222444793,3957.0298618397,3885.8335776992,4435.5024856377,5405.6347131727,6735.04042201,8148.1205324486,7344.4909298503,7280.6022886863,7546.5744063631,7457.1050184525,7698.9122602576,10901.8553418037,13714.9575386992,15169.756033565,15788.314766753,20065.34534025,21154.8025108756,22394.7554094707,18054.5311142101,18631.5309095132,19910.0006721698,22271.3309224353,21069.5477921216,21519.0641202568,21227.3108730503,19388.2787508005,19723.0441733548,21472.1044759039,26425.0374626853,30086.0130995111,30814.0575135465,32212.8469060334,36400.4700376303,39222.1772277161,35724.4083954244,34673.4955203046,36988.1640467872,33813.8222078815,34619.2386979257
Jamaica,JAM,GDP per capita (current US$),NY.GDP.PCAP.CD,429.1363228298,452.8340829267,463.3559414672,484.2984577242,517.620528906,552.3633927303,615.0771910256,636.4100359281,594.3058231832,645.6806933015,751.5893306893,812.3226492455,974.0201899937,974.3267948883,1196.0218691113,1420.9849849359,1455.5722594846,1578.0007694751,1271.2200062041,1152.5198103063,1256.1553684183,1377.7126028402,1496.9757299401,1615.1652482958,1041.0827231741,908.761640143,1179.27462887,1398.3694513536,1624.6574522501,1854.7888451713,1921.4260299318,1706.6227240587,1459.0954130358,2003.7555537294,2007.3693101914,2344.1419280806,2600.5987864386,2948.8274620842,3419.2043888237,3430.4264238671,3479.0561516289,3494.2699102264,3716.2712428607,3592.8883413587,3862.0633720284,4189.6558826437,4486.5556759352,4815.0785018245,5118.7033924789,4521.9238040721,4917.0232018308,5346.2193393052,5463.7620068211,5289.9678029126
Jordan,JOR,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,531.7019149788,548.2006321806,494.1112652909,412.9165818336,486.5098849844,424.0847110027,430.8933203986,482.6762714321,558.4737863834,685.1731401007,753.0792805379,910.7531414406,1077.1325840904,1287.6783928297,1558.3051879156,1792.6221088188,1933.7325266297,1983.5421914309,2003.624009712,1946.9134219775,1888.6205857166,2333.0910746198,2374.0047324616,2129.352646562,1381.2569744122,1312.280357776,1225.5196595912,1422.7667960422,1435.2887688346,1535.9887324618,1603.6821618621,1601.9327848735,1624.6698755183,1720.8225132547,1740.5456801459,1763.1694695518,1824.8861218653,1901.5803793938,1973.8620693678,2156.43982236,2325.4254103186,2719.822469316,3022.5419537406,3797.4136286818,4026.7663428184,4370.7210331812,4665.9435396801,4909.0280937704,5214.1909273881
