Country,"Name, Institution"
,
Finland,"Miimu Airaksinen, VTT Technical Research Centre of Finland"
Finland,"Timothy R. Carter, Finnish Environment Institute"
Finland,"Majella Clarke, Forestry and Climate Change, Indufor"
Finland,"Linda Ekholm, Ministry for Foreign Affairs"
Finland,"Bruce C. Forbes, Arctic Centre, University of Lapland"
Finland,"Simo Haanpää , Aalto University"
Finland,"Kaija Hakala, MTT Agrifood Research Finland"
Finland,"Mikko Halonen, Gaia Consulting Oy"
Finland,"Antti Hannukkala, Agrifood Research Finland"
Finland,"Asko Hannukkala, MTT Agrifood Research Finland"
Finland,"Pirkko Heikinheimo, Ministry of the Environment"
Finland,"Jani Heino, Finnish Environment Institute"
Finland,"Anni Huhtala, Government Institute for Economic Research"
Finland,"Kari Hyytiäinen, MTT Agrifood Research Finland"
Finland,"Jatta Jämsén, Ministry for Foreign Affairs"
Finland,"Sirkku Juhola, Aalto University"
Finland,"Helena Kahiluoto, MTT Agrifood Research Finland"
Finland,"Jaana Kaipainen, Ministry of Agriculture and Forestry"
Finland,"Susanna Kankaanpää, Helsinki Region Environmental Services Authority (HSY)"
Finland,"Anne Kasurinen, University of Eastern Finland"
Finland,"Marjut Kaukolehto, University of Helsinki"
Finland,"Pekka Lauri, International Institute for Applied Systems Analysis"
Finland,"Heikki Lehtonen, MTT Agrifood Research "
Finland,"Markus Lindner, European Forest Institute"
Finland,"Sanna Luhtala, Finnish Meteorological Institute"
Finland,"Johanna Mustelin, Griffith University"
Finland,"Matti Nummelin, Ministry for Foreign Affairs"
Finland,"Jouni Paavola, University of Leeds"
Finland,"Juha Pekkanen, National Institute for Health"
Finland,"Paula Perälä, Ministry of the Environment"
Finland,"Nina Pirttioja, Finnish Environment Institute"
Finland,"Jouni Räisänen, University of Helsinki"
Finland,"Katri Rankinen, Finnish Environment Institute"
,
Finland,"Hannu Rintamäki, Finnish Institute of Occupational Health"
Finland,"Philipp Schmidt-Thomé, Geological Survey of Finland"
Finland,"Hanne Siikavirta, The Ministry of Employment and the Economy"
Finland,"Kimmo Silvo, Finnish Environment Institute"
Finland,"John Sumelius, University of Helsinki, Faculty of Agriculture and Forestry"
Finland,"Monica Tennberg, University of Lapland"
Finland,"Heikki Tuomenvirta, Finnish Meteorological Institute"
Finland,"Anne Vehviläinen, Ministry of Agriculture and Forestry"
,
France,Fabien Anthelme
France,"Audrey Baills, Bureau of Geological and Mining Research (BRGM)"
France,"Pierre Batteau, Aix Marseille Université"
France,"Gregory Beaugrand, Centre National de la Recherche Scientifique"
France,"Celine Bellard, Université Paris-Sud"
France,"Nicolas Beriot, Ministry of Ecology and Sustainable Development"
France,"Etienne Berthier, Laboratoire d’Etudes en Géophysique et Océanographie Spatiales (LEGOS)"
France,Arnaud Bertrand
France,"Anne Blondlot, Ouranos"
France,"Olivier Boucher, Laboratoire de Météorologie Dynamique / National Centre for Scientific Research (CNRS)"
France,"Jean-Philipe Boulanger, Institut de Recherche pour le Développement"
France,"Chris Bowler, École normale supérieure"
France,"Nathalie Breda, French National Institute for Agricultural Research (INRA)"
France,"Cyril Caminade, University of Liverpool"
France,"Hélène Connor Lajambe, HELIO International"
France,"Franck Courchamp, Université Paris-Sud"
France,"Christophe Cudennec, Agrocampus Ouest"
France,Philippe Cury
France,"Nicolas Desramaut, Bureau of Geological and Mining Research (BRGM)"
France,"Patrice Dumas, Centre International de Recherche sur l’Environnement et le Développement (CIRED)"
France,"Virginie Duvat-Magnan, University of la Rochelle / National Centre for Scientific Research (CNRS)"
France,"Samuel Etienne, École pratique des hautes études (EPHE)"
France,"Evelyne Foerster, Bureau of Geological and Mining Research (BRGM)"
France,"Bernard Francou, Institut de Recherche pour le Développement (IRD) / Laboratoire d’étude des Transferts en Hydrologie et Environnement (LTHE)"
France,"JC Gaillard, The University of Auckland"
France,"Simon Gascoin, Centre National de la Recherche Scientifique (CNRS)"
France,"Jean-Pierre Gattuso, Centre National de la Recherche Scientifique (CNRS)"
France,"Joel Guiot, Centre National de la Recherche Scientifique (CNRS)"
France,"Stephane Hallegatte, The World Bank"
France,"Deborah Idier, Bureau of Geological and Mining Research (BRGM)"
France,"Stephanie Jenouvrier, Woods Hole Oceanographic Institution"
France,"Sylvie Joussaume, Laboratoire des Sciences du Climat et de l’Environnement"
France,"Zaneta Kubik, Paris Sorbonne University"
France,"Benoit Laignel, Université de Rouen"
France,"Annamaria Lammel, Université Paris 8"
France,"Mariene Laruelle, George Washington University"
France,"Goneri Le Cozannet, Bureau de Recherches Géologiques et Minières"
France,"Olivier Le Pape, Agrocampus Quest"
France,"Hervé Le Treut, Laboratoire de Météorologie Dynamique/ Institut Pierre Simon Laplace"
France,"Paul Leadley, Université Paris"
France,"Antoine Leblois, Centre International de Recherche sur l’Environnement et le Développement (CIRED)"
France,"Alexia Leseur, CDC Climat Research"
France,"Bruno Locatelli, Agricultural Research for Development (CIRAD) / Center for"
France,International Forestry Research (CIFOR)
France,"Denis Loustau, French National Institute for Agricultural Research (INRA)"
France,"Philippe MacClenahan, Synergies Environnement"
France,"Eric Martin, Meteo-France Centre National de Recherches Meteorologiques"
France,"Timothee Ourbak, Ministere des Affaires Etrangeres"
France,"Chantal Pacteau, Groupement d’Interet Scientifique GIS-Climat"
France,"Martin Pecheux, Institut des Foraminifères Symbiotiques"
France,"Michel Petit, Conseil General de L’industrie, de L’energie et des Technologies (CGIET)"
,
France,"Josyane Ronchail, Laboratory of Oceanography and Climate"
France,"Bernard Seguin, Institut National de la Recherche Agronomique"
France,"Guillaume Simioni, French National Institute for Agricultural Research (INRA)"
France,"Jean-Francois Soussana, French National Institute for Agriculture, Food and Environment Research"
France,"Benjamin Sultan, Laboratoire LOCEAN"
France,"Jean-Philippe Vidal, Irstea"
France,"Vincent Viguié, Centre International de Recherche sur l’Environnement et le Développement"
,
Germany,"Rita Adrian, Leibniz-Institute of Freshwater Ecology and Inland Fisheries"
Germany,"Mariam Akhtar-Schuster, German Aerospace Center"
Germany,"Jürgen Alheit, University of Rostock"
Germany,"Jens Arle, German Federal Environment Agency"
Germany,"Claudia Bach, United Nations University Institute for Environment and Human Security"
Germany,"Ruth Badeberg, German Aerospace Center"
Germany,"Christoph Bals, Germanwatch"
Germany,"Armineh Barkhordarian, Institute of Coastal Research, Helmholtz-Zentrum Geesthacht"
Germany,"Roland Barthel, Helmholtz Centre for Environmental Research (UFZ)"
Germany,"Anne-Christine Becker, German Federal Agency for Nature Conservation"
Germany,"Nina Becker, Helmholtz Centre for Environmental Research (UFZ) / Overseas Development Institute (ODI)"
Germany,"Till Below, Competence Centre for Climate Change (GIZ)"
Germany,"Joern Birkmann, United Nations University, Institute for Environment and Human Security"
Germany,"Gisela Böhm, University of Bergen"
Germany,"Andreas Bolte, Johann Heinrich von Thuenen-Institute (vTI)"
Germany,"Angelika Brandt, University of Hamburg"
Germany,"Hans Gunter Brauch , Free University of Berlin"
Germany,"Michael Brzoska, University of Hamburg"
Germany,"Dim Coumou, Potsdam Institute for Climate Impact Research"
Germany,"Wolfgang Cramer, Potsdam Institute for Climate Impact Research (PIK) / Institut Méditerranéen de Biodiversité et d’Ecologie marine et continentale (IMBE)"
Germany,"Achim Daschkeit, German Federal Environment Agency"
Germany,"Petra Döll, Goethe University Frankfurt"
Germany,"Klaus Elsenack, Carl von Ossietzky University Oldenburg"
Germany,"Nilson Enno, German Federal Institute of Hydrology"
Germany,"Raffael Ernst, Senckenberg Natural History Collections Dresden"
Germany,"Rita Fabris, German Federal Environment Agency"
Germany,"Eberhard Faust, Munich Reinsurance Company"
Germany,"Simone Ruiz Fernandez, Allianz Climate Solutions"
Germany,"Annelie Fincke, Project Management Agency, German Aerospace Center"
Germany,"Wiltrud Fischer, German Aerospace Center"
Germany,"Thomas Fischer, University of Tuebingen"
Germany,"Martina Flörke, University of Kassel"
Germany,"Johannes Förster, Helmholtz Centre for Environmental Research (UFZ)"
Germany,"Joerg Friedrichs, University of Oxford"
Germany,"Stefan Fronzek, Finnish Environment Institute"
Germany,"Barbara Früh, German Weather Service"
Germany,"Hartmut Fuenfgeld, RMIT University"
Germany,"Ursula Fuentes-Hutfilter, Federal Ministry for the Environment, Nature Conservation and Nuclear Safety"
Germany,"Hans-Martin Füssel, European Environment Agency"
Germany,"Ruhi Gandhi, Humboldt University"
Germany,"Matthias Garschagen, Institute for Environment and Human Security, United Nations University"
Germany,"Sebastian Gerland, Norwegian Polar Institute"
Germany,"Dieter Gerten, Potsdam Institute for Climate Impact Research"
Germany,"Nicole Glanemann, University of Hamburg"
Germany,"Inka Gnittke, Federal Ministry for the Environment, Nature Conservation and Nuclear Safety"
Germany,"Stefan Greiving, Technical University of Dortmund"
Germany,"Hans-Peter Grossart, Leibniz Institute of Freshwater Ecology and Inland Fisheries"
Germany,"Torsten Grothmann, Carl von Ossietzky University of Oldenburg"
Germany,"Gerrit Hansen, Potsdam Institute for Climate Impact Research"
Germany,"Köthe Harald, Federal Ministry of Transport, Building and Urban Development"
,
Germany,"William Hare, Climate Analytics GmbH"
Germany,"Sven Harmeling, Germanwatch"
Germany,"Jochen Harnisch, KfW"
Germany,"Marek Harsdorff, International Labour Office (ILO)"
Germany,"Florian Hartig, Helmholtz Centre for Environmental Research (UFZ)"
Germany,"Clemens Haße, Federal Environment Agency"
Germany,"Heike Hebbinghaus, North-Rhine Westphalian State Agency for Nature, Environment and Consumer Protection"
Germany,"Gabriele C. Hegerl, University of Edinburgh"
Germany,"Hartmut Heinrich, Federal Maritime and Hydrographic Agency"
Germany,"Hermann Held, University of Hamburg"
Germany,"Andreas Hemp, University of Bayreuth"
Germany,"Susanne Hempen, Federal Ministry for the Environment, Nature Conservation and Nuclear Safety"
Germany,"Clemens Heuson, Helmholtz Centre for Environmental Research (UFZ)"
Germany,"Thomas Hickler, Goethe University, Frankfurt"
Germany,"Jacquelinie Hilbert, Federal Environment Agency"
Germany,"Jochen Hinkel, Global Climate Forum (GCF)"
Germany,"Dirk Hoffmann, Bolivian Mountain Institute (BMI)"
Germany,"Dirk Hölscher, University of Göttingen"
Germany,"Anne Holsten, Potsdam Institute of Climate Impact Research"
Germany,"Britta Horstmann, German Development Institute"
Germany,"Wulf Hülsmann, Federal Environment Agency"
Germany,"Tobias Ide, Research Group Climate Change and Security"
Germany,"Björn Ingendahl, Federal Ministry for the Environment, Nature Conservation and Nuclear Safety"
Germany,"Venugopalan Ittekkot, University of Bremen (Retired)"
Germany,"Daniela Jacob, Climate Service Center, Hamburg"
Germany,"Annelie Janz Federal Ministry for the Environment, Nature Conservation and Nuclear Safety"
Germany,"Andreas Kaeaeb, University of Oslo"
Germany,"Leonhard Kaehler, Carl von Ossietzky Universitat of Oldenburg"
Germany,"Uwe Kaminski, German Weather Service"
Germany,"Marcus Kaplan, German Development Institute"
Germany,"Karin Kartschall, Federal Environment Agency"
Germany,"Kur Christian Kersebaum, Leibniz Centre for Agricultural Landscape Research"
Germany,"Christina Koppe, German Meteorological Service"
Germany,"Meinolf Koßmann, German Weather Service"
Germany,"Werner Krauss, Institute for Coastal Research, Helmholtz Zentrum Geesthacht"
Germany,"Frank Kreienkamp, Climate and Environment Consulting Potsdam GmbH"
Germany,"Birgit Kuna, German Aerospace Center"
Germany,"Oliver Lah, Wuppertal Institute for Climate, Environment and Energy"
Germany,"Phan Thanh Lan, Humboldt University"
Germany,"Tracy Lane, International Hydropower Association (IHA)"
Germany,"Marcel Langner, Federal Environment Agency"
Germany,"Walter Leal, Hamburg University of Applied Sciences"
Germany,"Anja Mager, Federal Ministry for the Environment, Nature Conservation and Nuclear Safety"
Germany,"Petra Mahrenholz, Federal Environment Agency"
Germany,"Cornelia Maier, Laboratoire de Océanographie de Villefranche sur Mer"
Germany,"Regina Maltry, Federal Ministry of Transport, Building and Urban Development"
Germany,"Cindy Mathan, Federal Environment Agency"
Germany,"Eva Franziska Matthies, Consultant"
Germany,"Wilhelm May, Danish Meteorological Institute"
Germany,"Bettina Menne, World Health Organization, Regional Office for Europe"
Germany,"Lena Menzel, Alfred-Wegener-Institute Helmholtz Centre for Polar and Marine Research"
Germany,"Annette Menzel, Technical University of Munich"
Germany,"Andreas Meyer-Aurich, Leibniz-Institute for Agricultural Engineering Potsdam-Bornim"
Germany,"Jan Minx, WGIII Technical Support Unit"
Germany,"Fausto Mirabile, VDI Technologiezentrum GmbH"
Germany,"Lutz Morgenstern, Federal Ministry for the Environment, Nature Conservation and Nuclear Safety"
Germany,"Claudia Müller, German Aerospace Center"
Germany,"Jens Mundhenke, Federal Ministry of Economics and Technology"
Germany,"Christoph Oberlack, University of Freiburg"
Germany,"Daniel Osberghaus, Centre for European Economic Research (ZEW)"
Germany,"Frank Oskamp, Federal Ministry of Finance"
,
Germany,"Papasozomenou Ourania, Humboldt University"
Germany,"Claudia Pahl-Wostl, University of Osnabruck"
Germany,"Frank Paul, University of Zurich"
Germany,"Anna Pechan, University of Oldenburg"
Germany,"Juliane Petersen, Climate Service Centre, Helmholtz-Zentrum Geesthacht"
Germany,"Hans-O. Pörtner, Alfred-Wegener-Institute for Polar and Marine Research"
Germany,"Marco Puetz, Swiss Federal Institute for Forest, Snow and Landscape Research WSL"
Germany,"Christoph Rau, Federal Environment Agency"
Germany,"Christopher Reyer, Potsdam Institute for Climate Impact Research"
Germany,"Joachim Rock, Johann Heinrich von Thuenen-Institute, Federal Research Institute for Rural Areas, Forestry and Fisheries"
Germany,"Björn Rost, Alfred-Wegener-Institute Helmholtz Centre for Polar and Marine Research"
Germany,"Reimund Rötter, MTT Agrifood Research Finland"
Germany,"Armin Sandhoevel, Allianz Climate Solutions"
Germany,"M. Satyanarayan, Ministry of Water Resources"
Germany,"Inke Schauser, Federal Environment Agency"
Germany,"Jürgen Scheffran, University of Hamburg"
Germany,"Torsten Schlurmann, Franzius-Institut for Hydraulic, Waterways and Coastal Engineering"
Germany,"Stefan Schneiderbauer, EURAC (European Academy)"
Germany,"Benjamin Schraven, German Development Institute"
Germany,"Hartmut Schug, VDI Technologiezentrum GmbH"
Germany,"Lena Schulte-Uebbing, Wageningen University and Research Centre"
Germany,"Sven Schulze, Hamburgisches WeltWirtschaftsInstitut (HWWI)"
Germany,"Susanne Schwan, Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) "
Germany,"Reimund Schwarze, Helmholtz Leipzig"
Germany,"Luitgard Schwendenmann, University of Auckland"
Germany,"Josef Settele, Helmholtz Centre for Environmental Research"
Germany,"Diana Sietz, Wageningen University"
Germany,"Kreft Sönke, United Nations University Institute for Environmental and Human Security"
Germany,"Horst Steg, German Aerospace Center"
Germany,"Daniela Storch, Alfred-Wegener-Institute Helmholtz Centre for Polar and Marine Research"
Germany,"Swenja Surminski, Grantham Research Institute on Climate Change and the Environment / London School of Economics and Political Science"
Germany,"Andreas Täuber, Federal Ministry of Food, Agriculture and Consumer Protection"
Germany,"Christiane Textor, German Aerospace Center"
Germany,"Klement Tockner, Leibniz Institute of Freshwater Ecology and Inland Fisheries"
Germany,"Petra van Rüth, Federal Environment Agency"
Germany,"Andreas Vetter, Federal Environment Agency"
Germany,"Thomaa Voigt, Federal Environment Agency"
Germany,"Gottfried von Gemmingen, Federal Ministry for Economic Cooperation and Development"
Germany,"Christoph von Stechow, WGIII Technical Support Unit"
Germany,"Hans von Storch, Helmholtz-Zentrum Geesthacht"
Germany,"Koko Warner, United Nations University Institute for Environment and Human Security"
Germany,"Christian Webersik, University of Agder"
Germany,"Juergen Weichselgartner, University of Kiel"
Germany,"Christian Wiencke, Alfred-Wegener-Institute Helmholtz Centre for Polar and Marine Research"
Germany,"Florian Wieneke, KfW Development Bank"
Germany,"Marten Winter, Helmholtz Centre for Environmental Research (UFZ ) / German Centre for Integrative Biodiversity Research (iDiv)"
Germany,"Astrid Wittmann, Alfred-Wegener-Institute Helmholtz Centre for Polar and Marine Research"
Germany,"Tanja Wolf, World Health Organization Regional Office for Europe"
Germany,"Sabine Wurzler, North Rhine Westphalia State Environment Agency"
Germany,"Shelby Yamamoto, Heidelberg University"
Germany,"Winfried Zacher, Germanwatch"
Germany,"Peter Zeil, Center for Geoinformatics- Z_GIS, Salzburg University "
Germany,"Michael Zissener, United Nations University Institute for Environment and Human Security (UNU-EHS)"
Germany,"Johanna Wolf, Royal Roads University"
,
Ghana,"Ama Essel, Korle-Bu Teaching Hospital, University of Ghana Medical School"
,
Greece,"Kostas Balaras, Institute for Environmental Research and Sustainable Development, National Observatory of Athens"
Greece,"Constantinos Cartalis, University of Athens"
Greece,Dimitri Damigos National Technical University of Athens
Greece,"Danae Diakoulaki, National Technical University of Athens"
Greece,"Elena Georgopoulou, National Observatory of Athens"
Greece,"Klea Katsouyanni, University of Athens Medical School"
Greece,"Anastasios Kentarchos, European Commission DG-Research "
Greece,"Denia Kolokotsa, Technical University of Crete"
Greece,"Vally Koubi, University of Bern"
Greece,"Aristeidis Koutroulis, Technical University of Crete"
Greece,"Demetris Koutsoyiannis, National Technical University of Athens"
Greece,"Anastasios Legakis, University of Athens"
Greece,"Athanasios Loukas, University of Thessaly"
Greece,"Andreas Matzarakis, University of Freiburg"
Greece,"Dimitrios Melas, Aristotle University of Thessaloniki"
Greece,"Nikolaos Nikolaidis, Technical University of Crete"
Greece,"Matheos Santamouris, National University Athens"
Greece,"Yannis Sarafidis, National Observatory of Athens, Institute for Environmental Research and Sustainable Development"
Greece,"Dimitris Stathakis, University of Thessaly"
Greece,"Nikolaos Stilianakis, European Commission"
Greece,"Athanasios Vafeidis, University of Kiel"
Greece,"Despoina Vokou, Aristotle University of Thessaloniki"
Greece,"Prodromos Zanis, Aristotle University of Thessaloniki"
,
Guatemala,"Edwin Castellanos, Universidad del Valle de Guatemala"
,
Hungary,"Lukács Ákos, Ministry of National Development"
Hungary,"Ferenc L. Tóth, International Atomic Energy Agency / Corvinus University"
,
Iceland,"Olafur S. Ástþórsson, Marine Research Institute"
Iceland,"Halldor Bjornsson, Icelandic Meteorological Office"
Iceland,"Tomas Jóhannessson, Icelandic Meteorological Office"
Iceland,"Joan Nymand Larsen, Stefansson Arctic Institute"
Iceland,"Jon Ólafsson, University of Iceland"
Iceland,"Bjarni Sigurðsson, Agricultural University of Iceland"
,
India,"P.C. Abhilash, Banaras Hindu University"
India,"Pramod Aggarwal, CGIAR Research Program on Climate Change, Agriculture, and Food Security"
India,"Ashish Aggarwal, University of Manchester"
India,"Rais Akhtar, Aligarh Muslim University"
India,"Archis Ambulkar, Brinjac Engineering Incorporated"
India,"S. Attri, Indian Meteorological Department"
India,"Govindasamy Bala, Indian Institute of Science"
India,"Suruchi Bhadwal, The Energy and Resources Institute"
India,"Alka Bharat, M.A. National Institute of Technology"
India,"Shelley Bhattacharya, Visva Bharati University"
India,"Rita Chauhan, Jawaharial Nehru University"
India,"Purnamita Dasgupta, Institute of Economic Growth, University of Delhi Enclave"
India,"Susmita Dasgupta, The World Bank"
India,"Jitendra Desai, Reliance Industries Limited"
India,"Ramesh C. Dhiman, National Institute of Malaria Research (ICMR)"
India,"Navroz Dubash, Centre for Policy Research"
India,"Amit Garg, Indian Institute of Management, Ahmedabad"
India,"Himangana Gupta, Panjab University"
India,"Ahmad Hussain, Bihar State Electricity Board (Retired)"
India,"Manmohan Kapshe, Maulana Azad National Institute of Technology"
India,"Sanjiv Kumar, Center for Ocean-Land-Atmosphere Studies"
India,"B. Mohan Kumar, Indian Council of Agricultural Research"
India,"Surender Kumar, University of Delhi"
India,"Salvador Lyngdoh, Wildlife Institute of India"
India,"Ather Masoodi, Aligarh Muslim University"
,
India,"Manju Mohan, Indian Institute of Technology Delhi"
India,"Pradeep Mujumdar, Indian Institute of Science"
India,"Rupa Mukerji, HELVETAS Swiss Intercooperation"
India,"Indu Murthy, Indian Institute of Social Sciences"
India,"Malini Nair, Indiana Institute of Science"
India,"Sreeja Nair, Lee Kuan School of Public Policy, National University of Singapore"
India,"A.W. Naqvi, National Institute of Oceanography"
India,"Nandan Nawn, West Bengal National University of Juridical Sciences"
India,"Amrutasri Nori-Sarma, Indian Institute of Public Health"
India,"Sumetee Pahwa Gajjar, Indian Institute for Human Settlements (IIHS)"
India,"L.M.S. Palini, G.B. Institute of Himilayan Geology"
India,"Anand Patwardhan, Indian Institute of Technology Bombay"
India,"Zahoor Ahmad Pir, Government Girls Post Graduate College, Moti Tabela"
India,"S.V.R.K. Prabhakar, Institute of Global Environmental Studies (IGES), Tokyo"
India,"N.H. Ravindranath, Indian Institute of Social Sciences"
India,"Rajasree Ray, Department of Economic Affairs"
India,"Aromar Revi, Indian Institute for Human Settlements"
India,"S. Satapathy, Ministry of Environment and Forests"
India,"B.N. Satapathy, Planning Commission"
India,"Subodh Kumar Sharma, Ministry of Environment and Forests"
India,"C. Sharma, National Physical Laboratory"
India,"Aakash Shrivastava, National Centre for Disease Control, Ministry of Health and"
India,Family Welfare
India,"Balwinder Singh, Pacific Northwest National Laboratory"
India,"Naresh Soora, Indian Institute of Agriculture Research"
India,"Akhilesh Surjan, Kyoto University"
India,"Renoj Thayyen, National Institute of Hydrology"
India,"A. Unnikrishnan, National Institute of Oceanography"
India,"B. Venkateshwarlu, Central Research Institute for Dryland Agriculture"
,
Indonesia,"Pramaditya Wicaksono, Universitas Gadjah Mada"
,
Iran,"Ali Reza Gohari, Isfahan University of Technology"
,
Ireland,"Margaret Desmond, Environmental Protection Agency"
Ireland,"Alison Donnelly, Trinity College Dublin"
Ireland,"Paul Egan, Trinity College Dublin"
Ireland,"Patrick Goodman, Dublin Institute of Technology"
Ireland,"Fion O’Connor, Met Office Hadley Centre"
Ireland,"Clionadh Raleigh, Trinity College Dublin"
Ireland,"John Sweeney, National University of Ireland Maynooth"
,
Italy,"Giovanni Bettini, Lund University"
Italy,"Andrea Bigano, Fondazione Eni Enrico Mattei"
Italy,"Marco Bindi, University of Florence"
Italy,"Laura Bonzanigo, Ca’ Foscari University of Venice"
Italy,"Marco Borga, University of Padova"
Italy,"Francesco Bosello, University of Milan / Fondazione Eni Enrico Mattei"
Italy,"Lorenzo Carrera, Ca’ Foscari University of Venice"
Italy,"Claudio Cassardo, University of Torino"
Italy,"Sergio Castellari, Centro Euro-Mediterraneo sui Cambiamenti Climatici / Istituto Nazionale di Geofisica e Vulcanologia (INGV) "
Italy,"Maria Vincenza Chiriacò, University of Tuscia"
Italy,"Paolo Ciavola, University of Ferrara"
Italy,"Luisa Cristini, University of Hawaii"
Italy,"Fabio Eboli, Fondazione Eni Enrico Mattei"
Italy,"Andre Filpa, Universita Roma Tre"
Italy,"Domenico Gaudioso, Istituto Superiore per la Protezione e la Ricerca Ambientale (ISPRA)"
Italy,"Valentina Giannini, Centro Euro-Mediterraneo sui Cambiamenti Climatici (CMCC) "
Italy,"Francesca Giordano, Istituto Superiore per la Protezione e la Ricerca Ambientale (ISPRA)"
Italy,"Filippo Giorgi, Abdus Salam International Centre for Theoretical Physics"
Italy,"Carlo Giupponi, Università Ca’ Foscari Venezia / Centro Euro-Mediterraneo sui Cambiamenti Climatici (CMCC)"
Italy,"Georg Kaser, University of Innsbruck"
Italy,"Leslie Lipper, Food and Agriculture Organization of the United Nations"
Italy,"Andrea Milan, United Nations University Institute for Environment and Human Security"
Italy,"Luca Montanarella, European Commission-Joint Research Centre, Institute for Environment and Sustainability"
Italy,"Antonio Navarra, Centro Euro-Mediterranean Center for Climate Change"
Italy,"Simone Ombuen, Universita Roma Tre"
Italy,"Stefania Proietti, University of Perugia"
Italy,"Lorenzo Quaglietta, University of Rome"
Italy,"Carlo Rondinini, University of Rome"
Italy,"Cristina Sabbioni, Institute of Atmospheric Sciences and Climate, Italian National Research Council"
Italy,"Gianluca Sara, University of Palermo"
Italy,"Carlo Scaramella, World Food Programme (WFP)"
Italy,"Luciana Sinisi, Institute for Environmental Protection and Research"
Italy,"Donatella Spano, University of Sassari"
Italy,"Chiara Trabacchi, Ca’ Foscari University of Venice"
Italy,"Riccardo Valentini, University of Tuscia and Euro-Mediterranean Center for Climate Change"
Italy,"Sara Venturini, Centro Euro-Mediterraneo sui Cambiamenti Climatici (CMCC) "
Italy,"Federico Viscarra, Ca’ Foscari University of Venice"
Italy,"Marianne Zeyringer, European Commission, Joint Research Centre"
,
Jamaica,"David Dodman, International Institute for Environment and Development (IIED) / University College London"
Jamaica,"Clifford Mahlung, Meteorological Service"
,
Japan,"Sachiho Adachi, Japan Argency for Marine-Earth Science and Technology"
Japan,"Keigo Akimoto, Research Institute of Innovative Technology for the Earth (RITE)"
Japan,"Kenshi Baba, Center for Regional Research, Hosei University"
Japan,"Sanae Chiba, Japan Agency for Marine-Earth Science and Technology (JAMSTEC)"
Japan,"Mariko Fujimori, Pacific Consultants Company Ltd."
Japan,"Kazuhiko Fukami, National Institute for Land and Infrastructure Management (NILIM) / Ministry of Land, Infrastructure, Transport and Tourism (MLIT)"
Japan,"Masayuki Hara, Japan Agency for Marine-Earth Science and Technology"
Japan,"Naomi Harada, Japan Agency for Marine-Earth Science and Technology"
Japan,"Masahiro Hashizume, Institute of Tropical Medicine, Nagasaki University"
Japan,"Ayami Hayashi, Research Institute of Innovative Technology for the Earth (RITE)"
Japan,"Yasuaki Hijioka, National Institute for Environmental Studies"
Japan,"Yukiko Hirabayashi, University of Tokyo"
Japan,"Yasushi Honda, University of Tsukuba"
Japan,"Toshichika Iizumi, National Institute for Agro-Environmental Sciences"
Japan,"Masahiko Isobe, University of Tokyo"
Japan,"Shin-ichi Ito, Fisheries Research Agency, Tohoku National Fisheries Research Institute"
Japan,"Shinjiro Kanae, Tokyo Institute of Technology"
Japan,"Hiromitsu Kanno, National Agricultural Research Center for Tohoku Region"
Japan,"Hiroyasu Kawai, Port and Airport Research Institute"
Japan,"Hajime Kayanne, University of Tokyo"
Japan,"So Kazama, Tohoku University"
Japan,"Akio Kitoh, University of Tsukuba"
Japan,"Yoshiyuki Kiyono, Forestry and Forest Products Research Institute (FFPRI)"
Japan,"Hiroaki Kondo, National Institute of Advanced Industrial Science and Technology (AIST)"
Japan,"Toshichika Lizumi, National Institute for Agro-Environmental Sciences"
Japan,"Toshihiko Masui, National Institute for Environmental Studies"
Japan,"Tetsuya Matsui, Forestry and Forest Products Research Institute"
Japan,"Nobuo Mimura, Ibaraki University"
Japan,"Tsuneyoshi Mochizuki, Japan River Association"
Japan,"Akihiko Murata, Japan Agency for Marine-Earth Science and Technology"
Japan,"Toshiyuki Nakaegawa, Meteorological Research Institute, Japan Meteorological Agency"
Japan,"Motoki Nishimori, National Institute for Agro-Environmental Sciences"
Japan,"Yukihiro Nojiri, Nationall Institute for Environmental Studies"
Japan,"Junichiro Oda, Research Institute of Innovative Technology for the Earth (RITE)"
Japan,"Taikan Oki, University of Tokyo"
Japan,"Norio Saito, Graduate School of Science and Engineering, Ibaraki University"
,
Japan,"Yoshiki Saito, National Institute of Advanced Industrial Science and Technology"
Japan,"Rajib Shaw, Kyoto University"
Japan,"Yoshiyuki Shimoda, Osaka University"
Japan,"Masato Sugi, Research Institute for Global Change (RIGC) / Japan Agency for Marine-Earth Science and Technology (JAMSTEC)"
Japan,"Toshihiko Sugiura, National Agriculture and Food Research Organization"
Japan,"Taishi Sugiyama, Central Research Institute of Electric Power Industry"
Japan,"Kiyoshi Takahashi, National Institute for Environmental Studies"
Japan,"Kuniyoshi Takeuchi, International Centre for Water Hazard and Risk Management (ICHARM)"
Japan,"Kazuhiko Takeuchi, United Nations University"
Japan,"Masami Tamura, Ministry of Foreign Affairs of Japan"
Japan,"Tetsuji Tanaka, Towett Institute of Nutrition and Health, University of Aberdeen"
Japan,"Hasegawa Toshihiro, National Institute for Agro-Environmental Sciences"
Japan,"Ikutaro Tsuyama, Forestry and Forest Products Research Institute"
Japan,"Mitsutsune Yamaguchi, The University of Tokyo "
Japan,"Kazuya Yasuhara, Ibaraki University"
